Id,y
900.00000,113.44138
901.00000,34.10357
902.00000,-40.74078
903.00000,0.20960
904.00000,-34.80259
905.00000,-19.82468
906.00000,39.98190
907.00000,7.42446
908.00000,-43.80032
909.00000,190.62137
910.00000,32.22756
911.00000,-97.34973
912.00000,-1.51417
913.00000,-22.18807
914.00000,-2.14780
915.00000,34.02281
916.00000,-22.39016
917.00000,-41.76617
918.00000,71.32330
919.00000,-8.44305
920.00000,116.28198
921.00000,124.01844
922.00000,42.40286
923.00000,1.50296
924.00000,7.30630
925.00000,6.91759
926.00000,-29.29572
927.00000,11.89900
928.00000,-44.20803
929.00000,-66.51127
930.00000,0.43594
931.00000,39.26279
932.00000,83.62114
933.00000,-87.36536
934.00000,8.02306
935.00000,30.03100
936.00000,-32.13584
937.00000,-20.17712
938.00000,-10.31131
939.00000,32.29862
940.00000,43.35421
941.00000,-11.64994
942.00000,-17.53160
943.00000,45.93864
944.00000,19.22504
945.00000,-39.04689
946.00000,42.67173
947.00000,13.23594
948.00000,-56.17455
949.00000,-9.88759
950.00000,45.35966
951.00000,-6.21282
952.00000,36.60089
953.00000,29.41658
954.00000,46.36756
955.00000,-23.11051
956.00000,35.64657
957.00000,-20.65815
958.00000,-69.14090
959.00000,0.73689
960.00000,-49.33282
961.00000,-2.30722
962.00000,31.86169
963.00000,-35.19972
964.00000,-40.65735
965.00000,80.66809
966.00000,-43.11983
967.00000,-9.28343
968.00000,-21.17306
969.00000,13.95679
970.00000,-79.15762
971.00000,34.47115
972.00000,-3.36988
973.00000,-42.05115
974.00000,41.64634
975.00000,-44.11988
976.00000,-25.77260
977.00000,-17.99949
978.00000,26.30864
979.00000,-42.04503
980.00000,87.82248
981.00000,-112.63492
982.00000,-55.14571
983.00000,57.73194
984.00000,34.72336
985.00000,-9.11473
986.00000,36.84614
987.00000,-66.16681
988.00000,47.07063
989.00000,64.32748
990.00000,1.71388
991.00000,12.70220
992.00000,-45.74262
993.00000,56.18232
994.00000,-34.69585
995.00000,-24.23405
996.00000,32.72301
997.00000,-25.41769
998.00000,-0.30123
999.00000,8.05584
1000.00000,-14.23366
1001.00000,83.18134
1002.00000,-52.35029
1003.00000,1.37686
1004.00000,-31.66102
1005.00000,22.04992
1006.00000,-6.82254
1007.00000,42.76867
1008.00000,-109.87926
1009.00000,3.54432
1010.00000,115.08462
1011.00000,-21.94344
1012.00000,-56.30395
1013.00000,-59.15803
1014.00000,-41.57416
1015.00000,46.06535
1016.00000,-19.28414
1017.00000,-109.16766
1018.00000,13.47507
1019.00000,3.34326
1020.00000,-56.70449
1021.00000,-6.81834
1022.00000,2.28305
1023.00000,9.35013
1024.00000,-53.47036
1025.00000,-20.98262
1026.00000,-70.55102
1027.00000,27.41807
1028.00000,75.73158
1029.00000,38.83270
1030.00000,-51.04330
1031.00000,24.30640
1032.00000,6.74054
1033.00000,-57.26877
1034.00000,-58.50813
1035.00000,26.58369
1036.00000,29.14039
1037.00000,-0.48573
1038.00000,-12.95673
1039.00000,69.95922
1040.00000,-39.92389
1041.00000,63.69777
1042.00000,39.57326
1043.00000,8.97943
1044.00000,-38.99984
1045.00000,-24.50701
1046.00000,6.78162
1047.00000,-19.32936
1048.00000,-17.40563
1049.00000,-62.02191
1050.00000,-24.17167
1051.00000,-46.49716
1052.00000,-72.71532
1053.00000,-5.67410
1054.00000,30.77319
1055.00000,-2.29601
1056.00000,-144.71252
1057.00000,-6.71437
1058.00000,-68.93039
1059.00000,86.37898
1060.00000,3.73492
1061.00000,-44.49676
1062.00000,32.82132
1063.00000,18.29538
1064.00000,30.17910
1065.00000,-16.76197
1066.00000,76.44081
1067.00000,-38.09994
1068.00000,28.31405
1069.00000,106.40988
1070.00000,34.11944
1071.00000,-34.84275
1072.00000,-19.59020
1073.00000,155.04276
1074.00000,-3.11849
1075.00000,31.54299
1076.00000,-35.81171
1077.00000,72.32001
1078.00000,-66.16491
1079.00000,-4.21683
1080.00000,-7.39772
1081.00000,49.09675
1082.00000,-16.88811
1083.00000,-21.72848
1084.00000,53.86777
1085.00000,44.06091
1086.00000,11.17122
1087.00000,12.98147
1088.00000,12.30325
1089.00000,62.76289
1090.00000,-37.60019
1091.00000,7.86575
1092.00000,-90.64734
1093.00000,-61.90072
1094.00000,-32.66865
1095.00000,51.14979
1096.00000,6.51286
1097.00000,-10.54920
1098.00000,24.06434
1099.00000,24.01810
1100.00000,75.25400
1101.00000,24.78585
1102.00000,-46.25098
1103.00000,41.14481
1104.00000,-16.34162
1105.00000,9.89916
1106.00000,14.36420
1107.00000,51.94998
1108.00000,12.41050
1109.00000,66.85323
1110.00000,-57.37954
1111.00000,-30.15130
1112.00000,-26.81017
1113.00000,-102.75037
1114.00000,62.20096
1115.00000,-57.08801
1116.00000,37.92172
1117.00000,-14.04564
1118.00000,-42.91370
1119.00000,0.66757
1120.00000,-18.37916
1121.00000,43.02046
1122.00000,25.40652
1123.00000,4.81405
1124.00000,26.70838
1125.00000,174.01079
1126.00000,-27.86302
1127.00000,59.22285
1128.00000,-16.78533
1129.00000,17.54219
1130.00000,-20.22511
1131.00000,-47.26857
1132.00000,23.43560
1133.00000,-47.66552
1134.00000,11.20908
1135.00000,-20.45447
1136.00000,15.95177
1137.00000,174.53494
1138.00000,6.67993
1139.00000,-58.86610
1140.00000,85.31178
1141.00000,45.07184
1142.00000,-7.94840
1143.00000,135.61110
1144.00000,6.83901
1145.00000,-7.99595
1146.00000,-49.24614
1147.00000,31.82511
1148.00000,147.51184
1149.00000,25.09119
1150.00000,-5.33990
1151.00000,12.62824
1152.00000,-13.72629
1153.00000,33.01098
1154.00000,17.88904
1155.00000,-23.36761
1156.00000,11.33239
1157.00000,52.82298
1158.00000,-36.27622
1159.00000,9.59197
1160.00000,-63.92907
1161.00000,-77.24661
1162.00000,-10.16323
1163.00000,20.03152
1164.00000,53.53195
1165.00000,38.75731
1166.00000,-26.17900
1167.00000,73.66617
1168.00000,-2.21001
1169.00000,-78.23989
1170.00000,33.13976
1171.00000,41.88277
1172.00000,62.34323
1173.00000,31.00536
1174.00000,-30.08749
1175.00000,3.59452
1176.00000,-86.46997
1177.00000,-19.70508
1178.00000,124.14722
1179.00000,79.30076
1180.00000,-37.61169
1181.00000,50.29086
1182.00000,-34.09951
1183.00000,70.61801
1184.00000,49.70416
1185.00000,103.19887
1186.00000,-4.31296
1187.00000,-47.73605
1188.00000,-5.26680
1189.00000,-20.61204
1190.00000,122.64643
1191.00000,13.03224
1192.00000,-1.65570
1193.00000,98.55176
1194.00000,-12.16742
1195.00000,69.94294
1196.00000,78.40629
1197.00000,-11.10821
1198.00000,1.25820
1199.00000,95.24970
1200.00000,30.13956
1201.00000,38.12195
1202.00000,34.18962
1203.00000,12.52951
1204.00000,-15.34925
1205.00000,51.37322
1206.00000,24.40254
1207.00000,176.36807
1208.00000,1.62655
1209.00000,70.72155
1210.00000,-1.80012
1211.00000,-12.96933
1212.00000,71.40643
1213.00000,21.18156
1214.00000,-1.28760
1215.00000,85.93959
1216.00000,65.90650
1217.00000,249.79055
1218.00000,24.27315
1219.00000,4.73086
1220.00000,14.86357
1221.00000,20.06768
1222.00000,88.97352
1223.00000,-9.98387
1224.00000,-40.22700
1225.00000,41.80683
1226.00000,84.51738
1227.00000,-89.58980
1228.00000,-57.66933
1229.00000,46.91552
1230.00000,5.82533
1231.00000,-31.31034
1232.00000,48.48224
1233.00000,-5.17910
1234.00000,122.62147
1235.00000,-125.06745
1236.00000,40.41049
1237.00000,-7.88136
1238.00000,-52.97269
1239.00000,184.46600
1240.00000,96.47216
1241.00000,-139.38680
1242.00000,17.96023
1243.00000,-27.33486
1244.00000,-3.56678
1245.00000,31.60469
1246.00000,6.81450
1247.00000,75.39986
1248.00000,-20.60667
1249.00000,61.50063
1250.00000,50.49788
1251.00000,-58.29180
1252.00000,-36.30307
1253.00000,12.82434
1254.00000,14.30711
1255.00000,67.14459
1256.00000,-6.75104
1257.00000,77.29915
1258.00000,1.21015
1259.00000,63.96117
1260.00000,-6.28890
1261.00000,-29.98856
1262.00000,-41.69828
1263.00000,-31.74661
1264.00000,-16.01223
1265.00000,-35.73136
1266.00000,-44.71159
1267.00000,-56.95385
1268.00000,8.69885
1269.00000,7.18941
1270.00000,14.00275
1271.00000,56.59275
1272.00000,60.92093
1273.00000,-8.00531
1274.00000,2.36459
1275.00000,12.55583
1276.00000,34.52912
1277.00000,-38.25034
1278.00000,18.02029
1279.00000,-46.02698
1280.00000,-78.48596
1281.00000,126.38671
1282.00000,-45.28545
1283.00000,104.18726
1284.00000,16.33523
1285.00000,23.22132
1286.00000,-46.17370
1287.00000,15.94711
1288.00000,-7.03180
1289.00000,-17.57928
1290.00000,30.92759
1291.00000,44.58820
1292.00000,23.21171
1293.00000,10.00824
1294.00000,52.41104
1295.00000,22.50188
1296.00000,-58.94846
1297.00000,-3.83966
1298.00000,-6.67484
1299.00000,48.43254
1300.00000,-10.65813
1301.00000,60.52074
1302.00000,41.72619
1303.00000,-25.47167
1304.00000,-36.19930
1305.00000,-31.97270
1306.00000,-78.85126
1307.00000,16.42858
1308.00000,6.23053
1309.00000,-37.94737
1310.00000,133.25518
1311.00000,-40.37508
1312.00000,92.05430
1313.00000,19.29885
1314.00000,154.52743
1315.00000,2.27672
1316.00000,3.62887
1317.00000,3.05829
1318.00000,-33.50282
1319.00000,-29.86086
1320.00000,-23.86222
1321.00000,101.36072
1322.00000,-35.22879
1323.00000,38.44475
1324.00000,45.89611
1325.00000,-91.60708
1326.00000,-13.25992
1327.00000,11.64794
1328.00000,82.15318
1329.00000,-28.41810
1330.00000,-25.80841
1331.00000,48.38121
1332.00000,8.03437
1333.00000,-18.14981
1334.00000,2.90463
1335.00000,47.23007
1336.00000,-8.32624
1337.00000,-57.69036
1338.00000,-6.74840
1339.00000,7.52302
1340.00000,-7.36164
1341.00000,-31.93517
1342.00000,68.40492
1343.00000,136.95490
1344.00000,-1.20256
1345.00000,-17.35336
1346.00000,-35.26116
1347.00000,117.97677
1348.00000,117.05203
1349.00000,77.21057
1350.00000,-9.15173
1351.00000,-53.40807
1352.00000,2.76647
1353.00000,-24.49066
1354.00000,3.01793
1355.00000,12.99400
1356.00000,121.36360
1357.00000,27.65910
1358.00000,-9.58446
1359.00000,-35.88647
1360.00000,-11.68428
1361.00000,85.07596
1362.00000,-23.66246
1363.00000,58.25077
1364.00000,-88.84852
1365.00000,-69.92320
1366.00000,-12.27742
1367.00000,-11.69553
1368.00000,50.01660
1369.00000,0.87014
1370.00000,-79.04884
1371.00000,150.12213
1372.00000,71.68807
1373.00000,16.53039
1374.00000,62.17126
1375.00000,28.75385
1376.00000,70.41271
1377.00000,-92.46326
1378.00000,-26.47941
1379.00000,24.65261
1380.00000,65.57236
1381.00000,50.63665
1382.00000,11.05780
1383.00000,-40.25565
1384.00000,156.26060
1385.00000,-31.18640
1386.00000,-135.35999
1387.00000,-43.05296
1388.00000,16.40153
1389.00000,4.66476
1390.00000,-3.92970
1391.00000,10.75381
1392.00000,34.21616
1393.00000,-7.01895
1394.00000,-71.79709
1395.00000,-56.78635
1396.00000,129.70859
1397.00000,161.96147
1398.00000,-3.58461
1399.00000,-36.46805
1400.00000,58.67724
1401.00000,-15.80792
1402.00000,-85.30549
1403.00000,-4.63478
1404.00000,-27.79352
1405.00000,82.61806
1406.00000,16.83964
1407.00000,-7.96577
1408.00000,-74.89378
1409.00000,1.41289
1410.00000,112.09214
1411.00000,-30.18113
1412.00000,-42.17973
1413.00000,56.43639
1414.00000,26.06122
1415.00000,41.49013
1416.00000,-22.40056
1417.00000,-78.57344
1418.00000,-0.30220
1419.00000,-12.04793
1420.00000,10.06294
1421.00000,-7.42681
1422.00000,52.64857
1423.00000,-133.26260
1424.00000,-38.52063
1425.00000,100.08169
1426.00000,-42.69174
1427.00000,108.03994
1428.00000,2.02535
1429.00000,-24.55529
1430.00000,31.33116
1431.00000,-0.79334
1432.00000,-90.56221
1433.00000,26.94631
1434.00000,36.18739
1435.00000,77.43172
1436.00000,4.42031
1437.00000,42.93853
1438.00000,48.47525
1439.00000,-70.75510
1440.00000,33.73989
1441.00000,-20.10034
1442.00000,11.54185
1443.00000,10.82827
1444.00000,-31.53706
1445.00000,70.87562
1446.00000,-20.57632
1447.00000,-12.81817
1448.00000,47.00043
1449.00000,-3.28507
1450.00000,48.35042
1451.00000,38.64471
1452.00000,9.29995
1453.00000,-90.88634
1454.00000,-35.62733
1455.00000,-0.31796
1456.00000,19.90777
1457.00000,94.46935
1458.00000,34.88642
1459.00000,53.42447
1460.00000,58.61881
1461.00000,-31.53943
1462.00000,-66.71524
1463.00000,-72.37466
1464.00000,-14.69658
1465.00000,-8.48356
1466.00000,-28.91564
1467.00000,14.84225
1468.00000,-30.74600
1469.00000,-9.26332
1470.00000,51.40742
1471.00000,-66.09344
1472.00000,1.74431
1473.00000,-28.84177
1474.00000,-53.24310
1475.00000,-139.62111
1476.00000,77.64295
1477.00000,-7.56544
1478.00000,-50.73835
1479.00000,7.15214
1480.00000,-26.49794
1481.00000,26.56193
1482.00000,-40.86420
1483.00000,15.25103
1484.00000,9.18952
1485.00000,37.90049
1486.00000,-8.49394
1487.00000,-41.05937
1488.00000,-21.23586
1489.00000,1.36225
1490.00000,-20.53863
1491.00000,23.09243
1492.00000,-20.94681
1493.00000,-61.59165
1494.00000,-3.75080
1495.00000,24.80776
1496.00000,3.44279
1497.00000,2.31260
1498.00000,115.45836
1499.00000,-29.10855
1500.00000,9.05149
1501.00000,-99.14185
1502.00000,19.72307
1503.00000,82.65275
1504.00000,-22.42675
1505.00000,65.76811
1506.00000,-1.54845
1507.00000,-39.36576
1508.00000,21.31293
1509.00000,-24.52220
1510.00000,-44.95715
1511.00000,84.39911
1512.00000,-10.37476
1513.00000,-3.96826
1514.00000,63.52533
1515.00000,11.28743
1516.00000,13.95680
1517.00000,64.63190
1518.00000,-14.97630
1519.00000,24.95966
1520.00000,-71.37144
1521.00000,86.54521
1522.00000,-61.32339
1523.00000,-69.92265
1524.00000,1.43899
1525.00000,57.56095
1526.00000,20.95302
1527.00000,31.33139
1528.00000,5.37055
1529.00000,17.31488
1530.00000,1.46634
1531.00000,164.10597
1532.00000,-12.13959
1533.00000,-12.83631
1534.00000,17.41453
1535.00000,-8.91868
1536.00000,-35.41693
1537.00000,17.23031
1538.00000,49.95515
1539.00000,0.59503
1540.00000,42.64470
1541.00000,27.63612
